word_ind,ori_word,clip_code,eng_sent,kor_sent,sent_start,sent_end,word_loc,line_loc,whole_eng,whole_kor,word_meaning,video_name,_v_s,_v_e
6,suppose,1006016,I'm suppose to ask you if you're bringing someone to the wedding.,결혼식에 같이 올 사람 있어?,20436,23353,1,9,"best things in life are free.
Okay, you're right. I eat your food a lot.
Now, how about this?
You can raid my fridge anytime you want.
Oh, that's very kind of you.
Next time I have a hankering to wash down a D-cell battery
with a jar of old pickle juice,
(clicks tongue) I'll come a-knockin'.
Hey, Raj, you didn't send your RSVP in.
I'm suppose to ask you if you're bringing someone to the wedding.
I'll let you know.
Well, can you make it soon?
There's a battle royale going on over the seating charts.
In one corner, Bernadette's mom, in the other three, mine.","인생에서 소중한  것들은 공짜라고
그래, 내가 좀 많이 뺏어먹긴 하네
이러면 어떨까?
우리 집 냉장고를 맘껏 쓰도록 해
엄청난 배려군
D셀 배터리 전해질로
오래 묵은 피클 주스가 필요할 때
한번 들리지 뭐
라지, 답변은 언제 받을 수 있을까
결혼식에 같이 올 사람 있어?
다음에 알려줄게
최대한 빨리  알려줄 수 있어?
자리 배치 문제로 양쪽에서 싸우고 있어
한쪽 코너는 장모님, 나머지 셋은 엄마가 차지했어","v. 가정하다, ~라고 생각하다",Big Bang Theory Season 5 Ep20,6188,39416
6,suppose,1006017,I suppose that could be considered offensive.,그건 무례하게  보일 수 있겠군,19501,24171,1,6,"and he's looking for an engineer to help maintain
That's amazing.
You'll be like his pit crew.
A word of caution: I would not do
your Stephen Hawking impression in front of him.
(in Stephen Hawking's voice): You're right.
I suppose that could be considered offensive.
Boy, Sheldon's going to freak out.
Yeah, he worships Hawking.
I was actually thinking about bringing him along
when I go over there so he can meet the great man.","휠체어 장비를 관리할  엔지니어가 필요하대
좋겠다
피트크루가 되는거네
경고하자면
스티븐 호킹 앞에서  성대모사는 자제해줘
맞아
그건 무례하게  보일 수 있겠군
쉘든이 식겁하겠다
호킹을 거의 숭배하잖아
쉘든도 같이  데리고 갈 생각이야
직접 만나게 해주고 싶어","v. 가정하다, ~라고 생각하다",Big Bang Theory Season 5 Ep21,21243,55624
6,suppose,1006018,"Well, what am I supposed to do? - I don't know,",그렇다고 나보고 어떻게 하란 거야? - 나도 몰라,17837,20422,4,6,"If you'd simply restrained yourself, none of this would be happening.
Just tell her to leave you alone. - I did, I told her,
I texted her, I sent out a very emphatic twitter.
I even changed my Facebook status to

I don't know what else to do.
Well, what am I supposed to do? - I don't know,
but if you don't figure something out, I warn you,
I shall become very difficult to live with.
You mean up until now we've been experiencing","네가 너를 단속했더라면 이런 일은 일어나지 않았을 거야
그냥 연락하지 말라고 말해 - 당연히 했지
말도 하고, 문자도 보내고 트위터에도 강조해서 써놨어
페이스북에는 어떻게 써놨냐면
""쉘든 쿠퍼는 페니가 연락하지 않기를 바랍니다""라고 해놨어
더는 어떻게 해야 할지 모르겠어
그렇다고 나보고 어떻게 하란 거야? - 나도 몰라
그렇지만 어떻게든 하지 않으면, 경고하건대
같이 살기 정말 힘들어질 거야
그럼 지금까지는 즐겁고 행복한 쉘든이었단 말이야?","v. 가정하다, ~라고 생각하다",Big Bang Theory Season 2 Ep03,730054,760297
6,suppose,1006019,She comes into my room. No one's supposed to be in my room.,내 방에 오잖아 아무도 내 방에 오면 안 돼,18379,21514,7,5,"Afternoon, men.

Your attempt at juvenilizing me
I'm too tired to do this.
I heard you've been pulling all-nighters with Middle Earth Barbie.
She comes into my room. No one's supposed to be in my room.
I would postulate that she's escaping into the online world
I do that, too.","안녕, 친구들
쉘든
성인 남성에서 날 제외해서 유치한 듯 만들려는 네 의도는
너무 피곤해서 말도 안 나와
바비 인형이랑 밤샌다는 이야기는 들었어
내 방에 오잖아 아무도 내 방에 오면 안 돼
성적 불만에 대한 보상을 위해 온라인으로 도피했다고 생각해
나도 그래","v. 가정하다, ~라고 생각하다",Big Bang Theory Season 2 Ep03,881962,911704
7,original,1007010,because the original Sheldonwould have to be disintegrated,새로운 쉘든이 만들어지기 위해서 원래의 쉘든이 소멸되어버리잖아,14466,17025,2,4,"you would not have transportedthe individual.
You would have destroyed himin one location
How about that.
Personally,I would never use a transporter,
because the original Sheldonwould have to be disintegrated
Would the new Sheldon be in any wayan improvement on the old Sheldon?","그럴 경우 그 사람을 옮겼다고 할 수 없어
한 쪽에서 그 사람을 파괴시켜서 다른 쪽에서 재창조시킨 거야
그렇단말이지
개인적으로는 공간이동기 절대 안 쓸 거야
새로운 쉘든이 만들어지기 위해서 원래의 쉘든이 소멸되어버리잖아
새로운 쉘든이 조금이라도  더 나아질 수는 없는거야?",adj. 원래의,Big Bang Theory Season 1 Ep12,20808,45864
8,list,1008010,to the list of train stores,셸든 쿠퍼가 더 이상,20553,22153,2,8,"Well, it wasn't spray-painting a lightning bolt
on my briefcase, I can tell you that.
If it makes you feel any better,
the only person who signed my yearbook was my mother.
Aw. - ""Dear Amy,
""Self-respect and a hymen are better than friends and fun.
Love, Mom.""
Well, you can add Jerry's Junction
to the list of train stores
Sheldon Cooper will never set foot in again.
Rough night, Casey Jones?
You don't know the half of it.
It was billed","그래도 어떤 애처럼
가방에 스프레이로 낙서를 당하지는 않았어
너무 기분 상해있지마
내 졸업앨범에는 엄마만 싸인을 해줬거든
""에이미에게
""친구도 없고 재미가 없어도 네 자긍심과 순결함이 좋구나
사랑한다, 엄마가""
이제 제리의 기차역은
셸든 쿠퍼가 더 이상
발을 붙일 모형 상점이 아니란것만 알아둬
힘드셨어요, 역무원님?
최악이었어
광고에서는","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep03,379929,412258
8,list,1008011,Would you like to see the list?,61명 목록 한번 볼래?,19202,21153,6,9,"I don't understand.
What differences does it make
if Leonard goes to Wil Wheaton's party?
Wil Wheaton is Sheldon's mortal enemy.
Mortal enemy?
Mm-hmm. Sheldon, I know you're a bit
of a left-handed monkey wrench, but...
you really have a mortal enemy?
In fact, I have 61 of them.
Would you like to see the list?
Oh, say no, say no, say no, say no.
You just got off the list.
Would you like back on it?
This'll just take a moment.","이해가 잘 안 돼
레너드가 윌 위튼 파티에 가든 말든
무슨 차이가 있어?
윌 위튼은 쉘든의 불구대천지원수야
불구대천지원수?
쉘든, 네가 비현실적으로
괴짜라는 건 알지만...
진짜 그 정도의 적(enemy)이 있어?
정확히 말하면 61명이 있지
61명 목록 한번 볼래?
Oh, 아니라고 말 해 아니라고 말 해.
너 목록에서 지워진지 얼마 안 됐거든
다시 올라가고 싶어?
잠시만 기다려봐.","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,631024,662052
8,list,1008012,You just got off the list.,너 목록에서 지워진지 얼마 안 됐거든,20319,22086,5,9,"if Leonard goes to Wil Wheaton's party?
Wil Wheaton is Sheldon's mortal enemy.
Mortal enemy?
Mm-hmm. Sheldon, I know you're a bit
of a left-handed monkey wrench, but...
you really have a mortal enemy?
In fact, I have 61 of them.
Would you like to see the list?
Oh, say no, say no, say no, say no.
You just got off the list.
Would you like back on it?
This'll just take a moment.
It's on a five and a quarter inch floppy.","무슨 차이가 있어?
윌 위튼은 쉘든의 불구대천지원수야
불구대천지원수?
쉘든, 네가 비현실적으로
괴짜라는 건 알지만...
진짜 그 정도의 적(enemy)이 있어?
정확히 말하면 61명이 있지
61명 목록 한번 볼래?
Oh, 아니라고 말 해 아니라고 말 해.
너 목록에서 지워진지 얼마 안 됐거든
다시 올라가고 싶어?
잠시만 기다려봐.
5.25인치 디스켓에 있어.","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,633828,665322
8,list,1008013,"Well, I started the list when I was nine.",아홉 살 때부터 목록을 만들었거든.,20402,23987,4,6,"Oh, say no, say no, say no, say no.
You just got off the list.
Would you like back on it?
This'll just take a moment.
It's on a five and a quarter inch floppy.
A floppy disk?
Well, I started the list when I was nine.
How did Wil Wheaton get on the list?
Oh! Oh, God! - Oh! Come on!
As a child, I loved Wesley Crusher,
Wil Wheaton's character on  Star Trek.","Oh, 아니라고 말 해 아니라고 말 해.
너 목록에서 지워진지 얼마 안 됐거든
다시 올라가고 싶어?
잠시만 기다려봐.
5.25인치 디스켓에 있어.
디스켓?
아홉 살 때부터 목록을 만들었거든.
윌 위튼은 어쩌다 거기 올라간거야?
아 제발! - 안돼!
어렸을 때 난 ""스타트렉""에서
윌 위튼의 캐릭터 Wesley Crusher를 좋아했지","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,651179,685342
8,list,1008014,How did Wil Wheaton get on the list?,윌 위튼은 어쩌다 거기 올라간거야?,20252,22486,7,5,"Would you like back on it?
This'll just take a moment.
It's on a five and a quarter inch floppy.
A floppy disk?
Well, I started the list when I was nine.
How did Wil Wheaton get on the list?
Oh! Oh, God! - Oh! Come on!
As a child, I loved Wesley Crusher,
Wil Wheaton's character on  Star Trek.","다시 올라가고 싶어?
잠시만 기다려봐.
5.25인치 디스켓에 있어.
디스켓?
아홉 살 때부터 목록을 만들었거든.
윌 위튼은 어쩌다 거기 올라간거야?
아 제발! - 안돼!
어렸을 때 난 ""스타트렉""에서
윌 위튼의 캐릭터 Wesley Crusher를 좋아했지","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,654916,685342
8,list,1008015,"congratulations, you just made the list.",축하합니다 방금 리스트에 올라가셨네요,18568,21786,5,8,"But he never showed, because
apparently, it was cooler for him
to be the lower-left corner on  Hollywood Squares.
Oh, damn!
The floppy failed.
Well,
whoever was in charge of quality control
at the Verbatim Corporation in 1989,
congratulations, you just made the list.
Howard?
Change your mind about sex?","그렇지만 그는 나타나지 않았어
분명히 그는 Hollywood 광장의
왼쪽 아래 모퉁이에 있는 게 더 좋았나 보지
아 이런!
디스켓이 고장났어
흠
1989년에 Verbatim Corporation에서
품질관리를 맡으신 바로 당신
축하합니다 방금 리스트에 올라가셨네요
하워드?
지금은 하고 싶어?","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,692086,722496
8,list,1008016,Your name on my list.,내 리스트에 이름 싸인됐어요,20987,23188,4,10,"Remember how we used to make these things look
like they were masturbating?
Brent Spiner, what have you done?!
That was an original mint-in-package
Wesley Crusher action figure
signed by my close personal friend, Wil Wheaton.
Sorry, Slim.
I've got some Mr. Data dolls in the trunk of my car.
You want me to sign one for you?
You've already signed something, Brent Spiner.
Your name on my list.
From this moment on, you are my mortal enemy.
Don't worry. It doesn't take up a whole lot of your time.","얘네가 DDR중인 거처럼
낙서했던거 기억나?
Brent Spiner, 뭐하는 짓이에요
그건 Wesley Crusher 액션피겨
풀패키지 진품이란 말입니다
내 친한 친구 윌 위튼이  싸인까지 한건데
미안해 멀대 같은 놈아
내 차 트렁크에  Mr.Data 인형있는데
싸인해서 갖다 줄까?
당신 이름 벌써 싸인됐거든요  Brent Spiner
내 리스트에 이름 싸인됐어요
지금 이 순간부터,  당신은 나의 적입니다
걱정마세요 별거 아니에요","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep05,1193748,1226527
8,list,1008017,I'll make you a list.,리스트 정리해서 드릴게요,20752,23471,4,6,"Rajesh, my mother. - Of course.
Mrs. Cooper. So nice to see you again.
Well, it's so nice to see you, too.
I thought it was our Indians
that had the occasional alcohol problem.
We don't say that, either.
I'll make you a list.
Oh, that would be mighty white of you.
So, Raj, what pain are you trying","라지, 우리 엄마야
또 만나서 반가워요
그래, 나도 반가워
술 문제로 속 썩이는 건
우리 쪽 인디언 아니였니?
그렇게 말씀하시면 안돼요
리스트 정리해서 드릴게요
역시 백인이 최고야
어떤 아픔이 있길래","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep06,345446,377674
8,list,1008018,That's quite a list.,꽤 긴 리스트네,20419,22319,3,8,"You know, I can really do this by myself.
Hey, we're here to support you, buddy.
No, you're not. You're here to see
if I get my underwear pulled over my head.
(laughing): You wore underwear? You fool.
So, have you figured out what you're going to say to him?
You bet. I am going to make him apologize
for all the crap he pulled on me in school.
That's quite a list.
I can't read your handwriting.
What's that word?
""Scrotum.""
What's that one?
Uh, ""stapled.""","이봐, 혼자 둬도 괜찮다니까
널 응원하러 왔어
아니, 그런 것 같지 않아
머리통이 속옷으로 덮히는 걸 구경하러 왔겠지
속옷을 입었어? 멍청이
무슨 말 할지 생각했어?
사과하게 만들 거야
학창 시절에  날 괴롭힌 것에 대해
꽤 긴 리스트네
뭐라고 쓴 건지 모르겠다
무슨 단어야?
음낭
이건?
스테이플러","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep11,397968,430463
8,list,1008019,This is a list of your heinous acts against Leonard.,레너드한테 벌어진 끔찍한 일들이야,20152,23253,3,5,"I think what he's trying to say is that maybe in high school
A little bit?
The man Super Glued Hershey's Kisses to your nipples.
That's funny because those aren't the kind of kisses
What is that?
This is a list of your heinous acts against Leonard.
One of which is certainly the cause of him wetting his bed
14 is not... Aw, never mind.","고등학교 때 너가 날 조금 괴롭혔잖아
조금?
유두에 허쉬 키세스 초콜릿을 접착제로 붙여놓았다며
유두에 받아야할 키스는 다른 종류라고
그건 뭐야?
레너드한테 벌어진 끔찍한 일들이야
청소년기까지 오줌을  못 가리는 원인도 있어
14살은 그래도... 아냐, 됐다","n. 리스트, 명단 v. 목록을 작성하다",Big Bang Theory Season 5 Ep11,581985,614814
9,suggest,1009010,"may I suggest one potato, two potato?",<font color=#FFD700>널 둘로 만들어보는 게 어때?,18040,19894,2,4,"Hey, fellow scientists...

Why don't we all move over there so Leslie can join us?
If you're having trouble deciding where to sit,
may I suggest one potato, two potato?
Or as I call it, ""the Leslie Winkle experimental methodology.""
Don't make this hard for me. - It's not hard.","안녕, 동료 과학자들
쉘든도 안녕
레즐리도 같이 앉게 저기로 옮길까? - 그래
어디 앉아야할지 고민된다면
<font color=#FFD700>널 둘로 만들어보는 게 어때?
레즐리 윙클의 실험 방법론이라 말해야 알아들으려나?
날 힘들게 만들지 마 - 힘들지 않아",v. 제안하다,Big Bang Theory Season 2 Ep02,851073,881167
9,suggest,1009011,May I suggest it as the topic for your... essay.,그걸 논술로 써보는 건 어때?,20452,23484,2,6,"Don't worry, in deference to you, I've kept them on a high school graduate reading level.
Thanks pal.
You got it...
Buddy.
Sheldon honey, did you ever consider making friends by being, I don't know, pleasant?
Well that's certainly a thought-provoking hypothesis.
May I suggest it as the topic for your... essay.
(Tuts)
Your questionnaire, very disappointing.","걱정마. 너를 고려해서 고졸자 수준의 문장으로 썼어
고맙다 친구야
그래...
친구야.
Sheldon, 난 잘 모르겠는데, 친구 사귀는 게... 좋니?
음 그건 확실히 생각을 자극하는 가설인데.
그걸 논술로 써보는 건 어때?
(혀를 찬다)
니 설문지... 참 실망이야",v. 제안하다,Big Bang Theory Season 2 Ep13,373189,406060
9,suggest,1009012,"Well, there are studies that suggest that many who go into","음, 연기하는 사람들은 대부분 외부 정체성에 대해",18400,20900,5,6,"Yeah, Leonard mentioned you were a psychiatrist.
Well, that is one of my degrees.
My primary field is neuroscience.
Well, I'm an actress.
Why?
What do you mean why?
Well, there are studies that suggest that many who go into
the performing arts suffer from an external locus of identity.","네.. 레너드가 정신병의사라고 말했던것 같아요
음, 그건 내 학위 중 하나란다
내 전공은 신경과학이야
음, 저는 배우에요
왜?
무슨뜻이죠?
음, 연기하는 사람들은 대부분 외부 정체성에 대해
고통고 있다는 연구 결과가 있어",v. 제안하다,Big Bang Theory Season 2 Ep15,233000,258760
9,suggest,1009013,I suggest you keep,하지만 쓸때없는 장난질은 최소한으로 하길 바란다,15900,17160,1,6,"Damn it.
What?
We're out of ice.
All right, men, we begin initial assembly
and deployment of the testing equipment
but until then, you are all off duty.
I suggest you keep
as medical help is 18 hours away by dogsled.
What are you working on?
Crossbow.","이런,
왜?
얼음이 다 떨어졌어
좋아 모두, 내일 0700시에
장비의 조립, 배치를 하기로 한다
그리고 그때까지는 휴식
하지만 쓸때없는 장난질은 최소한으로 하길 바란다
의료적 조력을 받을려면 개썰매로 18시간을 가야하니 말이야
뭐 만들고있어?
석궁",v. 제안하다,Big Bang Theory Season 2 Ep23,1136750,1164080
9,suggest,1009014,"Okay, fine, what do you suggest?","알았어, 어떻게 할까?",20068,22486,5,7,"I'm not moody.
I'm fun.
You have any evidence to support that statement?
Well, hey, I'm just as much fun as you are.
Really? Are you willing to draw a mustache on your finger
as a conversational icebreaker?
I am.
Okay, fine, what do you suggest?
the band... is on fire...
and you're sitting next to a beautiful woman","난 감상적이지 않아
난 재밌어
네 주장을 뒷받침할 어떤 증거라도 있어?
나도 너만큼이나 재밌어
정말로? 너라면 손가락에 가짜 수염을 그리고
남을 웃겨줄 수 있어?
난 할 수 있어
알았어, 어떻게 할까?
연주도... 끝내주는데
네 바로 옆에는 아름다운 여인이",v. 제안하다,Big Bang Theory Season 5 Ep03,767974,801119
9,suggest,1009015,Are you trying to suggest that my emotional problems,내가 감정적으로  겪는 문제들이,18936,22020,4,8,"Are you sure? The infant-mother pair-bond
Oh, there it is.
It always comes back to monkeys with you.
Just monkeys, monkeys, monkeys.
Sheldon, we're all animals.
And granted, there are aspects of you that are extraordinary,
but when it comes to emotions and relationships,
you're just like everybody else.
Are you trying to suggest that my emotional problems
are no different than those of a stupid person?
Actually, some research indicates
that by not overthinking,","확실해? 모아관계는  영장류 심리학의 기본이야
그럼 그렇지
넌 항상 원숭이 타령이야
원숭이, 원숭이, 원숭이
쉘든, 우리는 동물이야
네가 어떤 면으로는  특별하기도 한데
감정이랑 관계에서는
누구나 다 똑같아
내가 감정적으로  겪는 문제들이
바보랑 같은 수준이라는 거야?
어떤 연구에 의하면
지적 능력이 낮은 사람들이  감정을 더 잘 다스린대",v. 제안하다,Big Bang Theory Season 5 Ep06,839841,870035
9,suggest,1009016,"And if I may suggest,",또 제안을 하자면,18652,20420,4,5,"I know what this is about.
Given the professional standstill you're at,
you're wondering if this is the appropriate time
to abandon your research and focus on teaching.
Yes.
And if I may suggest,
consider changing disciplines.
Yeah, to the humanities-- perhaps history.
One of the advantages of teaching history
is that you don't have to create things.","무슨 얘기 하려는지 알아
연구에 아무런 진전이 없어서
적절한 시기인지 고민 중이잖아
연구를 포기하고  가르치는 일에 집중할지
적절해
또 제안을 하자면
전공을 바꾸는 건 어때
인문학으로, 역사학도 괜찮고
역사를 가르치는 것의 장점은
꾸며낼 필요가 없다는 거야",v. 제안하다,Big Bang Theory Season 5 Ep10,218609,249039
9,suggest,1009017,What I was going to suggest is if that you're willing to wait,일요일 아침까지  참을 수 있다면,15548,18216,5,4,"Will you shut up?
Well, I know how to make it special.
I told you we are not recreating the wedding
Yes, you made that brutally clear to me.
What I was going to suggest is if that you're willing to wait
until Sunday morning, the Google satellite
You can have your wedding photographed from space.
PENNY: Oh... That's so cool.","좀 닥칠래?
특별한 결혼식이 떠올랐어
'사운드 오브 뮤직'에  나온 장면을 따라하기 싫다고
응, 그건 잘 알아들었어
일요일 아침까지  참을 수 있다면
구글 위성이 마침 패서디나를 지나갈 거야
우주에서 찍은 결혼식 사진이 남을 거야
멋지다",v. 제안하다,Big Bang Theory Season 5 Ep24,652912,680971
9,suggest,1009018,"and history suggests you will,",물론 이때까지의 역사를 보면 그렇겠지만,20289,22873,2,6,"Do you understand that this was supposed to be a date?
I do. Do you?
Because frankly, you've been in a foul mood since I sat down.
Okay, here's my question.
Why did you sit down?
To help. Look, if you fail at this relationship,
and history suggests you will,
then we risk losing the medical officer that our landing party has always needed.","오늘이 내 데이트라는 거 알고 있어?
당연하지, 넌 아는 거 맞아?
솔직히 내가 앉은 뒤부터 뭐 씹은 표정이더라
그게 내가 궁금하던 거야
도대체 왜 거기 앉은 거야?
도와주려고 그랬지 만약에 이번에도 깨지면
물론 이때까지의 역사를 보면 그렇겠지만
우리 착륙 부대에 항상 필요했던 군의관을 잃게 되는 거라고",v. 제안하다,Big Bang Theory Season 2 Ep09,320486,349607
9,suggest,1009019,Because your proposal suggests that you don't.,니가 가자고 하는 거 보면 기억 못하는 거 같아서,20690,23420,3,6,"Here.
You guys are unbelievable.
You play a game to simulate adventure,
but when there's real adventure out there in the real world, you just wimp out.
Leonard, do you not recall the last time we visited this gentleman, we returned home without pants?
I do. - Are you sure?
Because your proposal suggests that you don't.
I'm not afraid of him. - All right. Leonard fairly calls the question:
Who is in favor of abandoning our game and confronting Penny's steroid-infused ex-boyfriend","여기
진짜 어이없다
니넨 모험을 시뮬레이션 하는 게임은 하는데
현실 세계에 진짜 모험이 있으면 니넨 겁쟁이가 되지
Leonard, 너 그 사람한테 갔을 때 바지 안 입고 집에 온 거 기억 안나?
기억 나지 - 진심이야?
니가 가자고 하는 거 보면 기억 못하는 거 같아서
나 그 사람 안 무서워 - 그래 Leonard가 이런 질문을 제안하는 거 같은데
누가 우리의 게임을 망치고 싶어하고 스테로이드 맞은 페니 전 남친이랑 싸우려고 하고",v. 제안하다,Big Bang Theory Season 2 Ep14,882230,915740
10,apologize,1010010,We're going to apologize to Raj and invite him out to dinner.,라지한테 가서 사과하고 저녁 같이 먹자고 할 거야,16529,19361,3,5,"There's my missing neutrino.
You were hiding from me as an unbalanced charge,
weren't you, you little sub-atomic dickens?
Hey, look, I found my missing neutrino.
Oh good, we can take it off the milk carton.
We're going to apologize to Raj and invite him out to dinner.
Apologize for what?
He came over last night with some pretty good news and we weren't very supportive.","사라진 뉴트리노가 여기 있었네
전하량 보존이 안 되던 곳에 숨어있었구나
그렇지, 이 소립자 악마야?
이것 좀 봐, 사라진 뉴트리노를 찾았어
이제 우유팩을 뜯어도 되겠구나
라지한테 가서 사과하고 저녁 같이 먹자고 할 거야
무슨 사과?
어제 저녁에 좋은 일 있다고 왔는데 같이 축하해주지 못 했잖아",v. 사과하다,Big Bang Theory Season 2 Ep04,254919,281700
10,apologize,1010011,Apologize for what?,무슨 사과?,19361,21289,0,6,"There's my missing neutrino.
You were hiding from me as an unbalanced charge,
weren't you, you little sub-atomic dickens?
Hey, look, I found my missing neutrino.
Oh good, we can take it off the milk carton.
We're going to apologize to Raj and invite him out to dinner.
Apologize for what?
He came over last night with some pretty good news and we weren't very supportive.
I sense you're trying to tell me something.","사라진 뉴트리노가 여기 있었네
전하량 보존이 안 되던 곳에 숨어있었구나
그렇지, 이 소립자 악마야?
이것 좀 봐, 사라진 뉴트리노를 찾았어
이제 우유팩을 뜯어도 되겠구나
라지한테 가서 사과하고 저녁 같이 먹자고 할 거야
무슨 사과?
어제 저녁에 좋은 일 있다고 왔는데 같이 축하해주지 못 했잖아
나한테 무슨 말을 하려는 예감이 드는데",v. 사과하다,Big Bang Theory Season 2 Ep04,254919,285647
10,apologize,1010012,"So just apologize to him, okay?",그러니까 쉘든한테 사과해요,19132,21837,2,5,"Can I talk to you for a minute?
Here's the thing.
I talked to Sheldon and he feels terrible
and he agrees that he was  unreasonable and out of line.
Really? That's great.
So just apologize to him, okay?
What? I'm not going to apologize   to that nutcase.
Come on. It's easy.  He'll even tell you what to say.
Don't you get it? If you guys  keep going along with his insanity,","따로 이야기 좀 해요
있잖아요
쉘든이랑 이야기했는데요  쉘든도 기분이 좋지 않았대요
자기 자신이 정말 터무니없고  정도가 지나쳤다고 인정했어요
그래요? 잘됐네요
그러니까 쉘든한테 사과해요
저따위 인간한테는 사과 안 할 거예요
별거 아니잖아요, 페니가 무슨 말을  해야 하는지 알아서 다 말해줄 거예요
계속해서 쉘든의  미친 짓거리를 다 받아주는 건",v. 사과하다,Big Bang Theory Season 2 Ep07,591862,623843
10,apologize,1010013,What? I'm not going to apologize   to that nutcase.,저따위 인간한테는 사과 안 할 거예요,15492,17900,5,5,"Here's the thing.
I talked to Sheldon and he feels terrible
and he agrees that he was  unreasonable and out of line.
Really? That's great.
So just apologize to him, okay?
What? I'm not going to apologize   to that nutcase.
Come on. It's easy.  He'll even tell you what to say.
Don't you get it? If you guys  keep going along with his insanity,
you're just encouraging him.  - We're not encouraging.","있잖아요
쉘든이랑 이야기했는데요  쉘든도 기분이 좋지 않았대요
자기 자신이 정말 터무니없고  정도가 지나쳤다고 인정했어요
그래요? 잘됐네요
그러니까 쉘든한테 사과해요
저따위 인간한테는 사과 안 할 거예요
별거 아니잖아요, 페니가 무슨 말을  해야 하는지 알아서 다 말해줄 거예요
계속해서 쉘든의  미친 짓거리를 다 받아주는 건
그 행동들을 부추기는 거예요  - 부추기는 게 아니에요",v. 사과하다,Big Bang Theory Season 2 Ep07,598207,626803
10,apologize,1010014,"I like hanging out with you,  but I'm not gonna apologize for something I didn't do.","같이 어울리는 건 좋지만, 제가 하지 않은  일에 대해서 사과하지는 않을 거예요",19626,23385,11,6,"So just apologize to him, okay?
What? I'm not going to apologize   to that nutcase.
Come on. It's easy.  He'll even tell you what to say.
Don't you get it? If you guys  keep going along with his insanity,
you're just encouraging him.  - We're not encouraging.
It's more like...  knuckling under.
I like hanging out with you,  but I'm not gonna apologize for something I didn't do.
Well, actually, technically,  you did do it.
That's strike one, Leonard.","그러니까 쉘든한테 사과해요
저따위 인간한테는 사과 안 할 거예요
별거 아니잖아요, 페니가 무슨 말을  해야 하는지 알아서 다 말해줄 거예요
계속해서 쉘든의  미친 짓거리를 다 받아주는 건
그 행동들을 부추기는 거예요  - 부추기는 게 아니에요
그것보다는..  굴복한 쪽에 가깝죠
같이 어울리는 건 좋지만, 제가 하지 않은  일에 대해서 사과하지는 않을 거예요
정확히 따지면 페니가 하긴 했어요
레너드, 원 스트라이크예요",v. 사과하다,Big Bang Theory Season 2 Ep07,609994,641618
10,apologize,1010016,Get them down.  - Apologize.,옷들 내려놔요  - 사과해요 / 절대 안 해요,20580,22013,5,5,"and a brassiere caught my eye.
Do those look familiar?
How the hell did you get them up  on that telephone wire?
When you understand  the laws of physics,
And may I add: mwuh-ha-ha.
Get them down.  - Apologize.
","브래지어가 눈에 확 들어오더군요
혹시 페니 건가요?
도대체 어떻게 전화선 위에  올려놓은 거예요!
물리의 법칙들을 이해한다면  불가능한 건 없죠
한마디 더 붙이자면  '음하하'
옷들 내려놔요  - 사과해요 / 절대 안 해요
그렇다면 긴 막대기를 구해서  팬티 <font color=#6AC793>피냐타</font>를 해야겠네요",v. 사과하다,Big Bang Theory Season 2 Ep07,925335,953378
10,apologize,1010017,Why should I have to apologize?,내가 왜 사과해요!,19265,21352,5,5,"But, Mom...
she keeps sitting in my spot.
And she touched my food.
Okay, yes, I took her clothes,  but she started it...
No, that's not fair.
Why should I have to apologize?
I don't think this is the kind of thing  Jesus concerns himself with.
No, you're right.","엄마, 그래도..
계속 내 자리에 앉잖아요
그리고 내 음식 건드렸어요
페니 옷은 내가 그랬지만  페니가 먼저 시작했다고요
그건 불공평하잖아요!
내가 왜 사과해요!
이런 일로 예수님이  고민하시지는 않을 거예요
예수님이 무슨 생각하시는지  내가 어떻게 알겠어요",v. 사과하다,Big Bang Theory Season 2 Ep07,1097565,1126764
10,apologize,1010018,I apologize.,사과할게요,20056,22064,1,5,"Penny.
Zucchini bread.
Thank you. - May I come in?
No.
I see. Apparently, my earlier inquiry regarding you and Leonard crossed some sort of line.
I apologize.
Well, thank you.
Have you and I returned to a social equilibrium?
Yes. - Great.
New topic.
Where are you in your menstrual cycle?","페니
호박빵이에요
고마워요 - 들어가도 돼요?
아뇨
페니와 레너드 사이의 일을 내 질문이 일정 선을 넘었나 보군요
사과할게요
고마워요
그럼 사회적 균형상태로 돌아온 건가요?
네 - 좋아요
새로운 주제예요
지금 생리 주기는 어느 시점이에요?",v. 사과하다,Big Bang Theory Season 2 Ep09,798647,831533
