index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc
971,i,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
972,think,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
973,i'm,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
974,just,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
975,gonna,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
976,hang,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
977,out,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
978,here,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
979,tonight,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
980,it's,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
981,been,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
982,long,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
983,while,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
984,sir,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
985,elton,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
986,should,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
987,be,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
988,doing,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
989,to,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
990,help,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
991,oh,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
992,i,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
993,wish,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
994,i,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
995,could,37,Juliet traylor come over to help me put together my new furniture yesterday very excited about 5sos thanks I think i'm just gonna hang out here tonight it's been a long while sir elton should be doing to help oh I wish I could,FR101,619780,634008,juliet traylor come over to help me put together my new furniture yesterday very excited about sos thanks i think i'm just gonna hang out here tonight it's been long while sir elton should be doing to help oh i wish i could,./friends,F
996,could,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
997,but,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
998,i,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
999,don't,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1000,want,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1001,to,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1002,do,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1003,i'm,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1004,supposed,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1005,to,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1006,attach,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1007,black,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1008,everything,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1009,to,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1010,side,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1011,things,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1012,using,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1013,bone,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1014,saw,38,Could but I don't want to do i'm supposed to attach a black everything to the side things using a bone saw,FR101,634010,649187,could but i don't want to do i'm supposed to attach black everything to side things using bone saw,./friends,F
1015,bunch,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1016,of,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1017,these,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1018,little,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1019,worm,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1020,guys,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1021,ily,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1022,have,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1023,no,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1024,break,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1025,anything,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1026,i,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1027,see,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1028,no,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1029,worm,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1030,guys,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1031,whatsoever,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1032,and,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1033,i,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1034,cannot,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1035,feel,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1036,my,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1037,legs,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1038,says,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1039,i,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1040,have,39,Bunch of these little worm guys ily have no break anything I see no worm guys whatsoever and I cannot feel my legs says I have,FR101,649190,666018,bunch of these little worm guys ily have no break anything i see no worm guys whatsoever and i cannot feel my legs says i have,./friends,F
1041,no,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1042,idea,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1043,i,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1044,don't,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1045,like,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1046,this,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1047,was,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1048,carol's,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1049,favorite,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1050,beer,40,No idea I don't like this was carol's favorite beer,FR101,666020,680368,no idea i don't like this was carol's favorite beer,./friends,F
1051,shall,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1052,we,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1053,drink,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1054,out,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1055,of,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1056,can,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1057,i,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1058,knew,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1059,i,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1060,shoulda,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1061,known,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1062,when,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1063,machine,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1064,is,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1065,question,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1066,she,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1067,got,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1068,furniture,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1069,stereo,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1070,good,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1071,tv,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1072,what,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1073,you,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1074,get,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1075,you,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1076,guys,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1077,go,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1078,you,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1079,got,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1080,to,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1081,throw,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1082,my,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1083,phone,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1084,off,41,Shall we drink it out of the can I knew I shoulda known when the machine is a question she got the furniture the stereo the good tv what you get you guys go you got to throw my phone off,FR101,680370,694768,shall we drink out of can i knew i shoulda known when machine is question she got furniture stereo good tv what you get you guys go you got to throw my phone off,./friends,F
1085,gag,42,9gag I am the whore I know i'm such an idiot I guess I should've caught on when she started going to the dentist four and five times a week to help lincoln to get my brother's going to die right now and future,FR101,694770,710187,gag i am whore i know i'm such idiot i guess i should've caught on when she started going to dentist four and five times week to help lincoln to get my brother's going to die right now and future,./friends,F
