userID,한식,중식,일식,양식
1360,3,1,3,4
1361,1,2,5,2
1362,3,1,2,5
1363,5,3,1,2
1364,1,3,1,2
1365,5,2,5,4
1366,1,2,2,5
1367,2,2,2,5
1368,3,5,4,4
1369,3,1,1,5
1370,4,5,5,5
1371,5,4,3,3
1372,4,3,2,2
1373,3,4,3,5
1374,2,1,1,2
1375,4,3,1,4
1376,5,2,1,1
1377,5,5,2,1
1378,4,1,3,1
1379,4,2,4,1
1380,1,3,1,5
1381,1,4,5,4
1382,4,3,3,5
1383,4,2,1,1
1384,2,2,5,3
1385,2,1,2,1
1386,4,1,3,3
1387,3,5,5,2
1388,4,1,4,3
1389,2,5,2,2
1390,2,2,2,2
1391,5,1,1,1
1392,2,2,5,2
1393,2,2,2,4
1394,2,5,3,2
1395,5,1,5,5
1396,2,1,1,2
1397,4,2,1,3
1398,3,2,1,5
1399,4,2,4,2
1400,1,2,5,3
1401,3,2,2,4
1402,1,4,5,4
1403,1,1,1,2
1404,1,1,1,5
1405,4,3,2,3
1406,4,4,4,5
1407,4,2,3,5
1408,2,5,3,3
1409,1,4,3,2
1410,2,2,3,2
1411,4,1,2,3
1412,5,1,1,5
1413,2,3,1,3
1414,5,3,3,4
1415,2,4,4,4
1416,4,2,2,4
1417,5,1,1,1
1418,5,4,5,1
1419,2,1,3,1
1420,2,5,2,1
1421,2,4,2,4
1422,1,4,2,4
1423,3,3,4,4
1424,4,4,5,5
1425,1,2,5,5
1426,4,3,2,1
1427,2,4,1,1
1428,5,3,3,5
1429,4,5,2,4
1430,2,3,3,1
1431,3,2,3,3
1432,1,4,3,3
1433,4,1,3,4
1434,5,3,2,1
1435,3,5,3,2
1436,4,3,4,5
1437,5,3,2,5
1438,5,3,4,2
1439,4,5,5,3
1440,5,5,5,4
1441,2,3,2,2
1442,3,4,1,1
1443,1,4,2,1
1444,5,3,5,2
1445,3,5,1,2
1446,5,1,5,2
1447,3,1,3,5
1448,3,2,1,1
1449,2,3,4,2
1450,5,2,1,5
1451,5,3,5,3
1452,3,1,5,3
1453,4,1,3,2
1454,5,3,5,2
1455,3,4,2,4
1456,1,4,2,3
1457,1,2,1,2
1458,2,1,4,5
1459,5,2,2,4
1460,3,1,1,2
1461,4,5,1,1
1462,1,2,5,2
1463,3,4,3,5
1464,3,1,2,2
1465,2,4,5,4
1466,3,3,5,1
1467,5,4,5,1
1468,3,2,2,4
1469,1,2,5,5
1470,4,4,4,1
1471,3,4,2,1
1472,2,2,2,5
1473,1,4,1,1
1474,5,5,1,3
1475,4,3,3,3
1476,1,5,3,2
1477,4,3,1,5
1478,3,3,2,3
1479,5,3,4,1
1480,1,3,3,2
1481,4,2,1,3
1482,2,1,4,2
1483,4,1,3,5
1484,2,1,3,1
1485,2,4,3,3
1486,3,2,5,4
1487,3,1,2,4
1488,5,1,2,5
1489,1,5,5,3
1490,1,2,2,2
1491,2,5,5,3
1492,4,5,3,4
1493,4,4,5,1
1494,5,2,4,3
1495,3,4,4,2
1496,2,3,1,1
1497,5,4,2,5
1498,2,2,5,3
1499,1,2,5,3
1500,5,1,3,3
1501,1,3,4,3
1502,2,3,2,5
1503,3,5,1,4
1504,3,4,4,5
1505,3,1,5,1
1506,1,5,5,4
1507,3,1,3,5
1508,5,5,1,3
1509,5,5,4,1
1510,4,4,3,3
1511,3,4,4,4
1512,3,2,5,3
1513,3,5,4,3
1514,3,4,2,3
1515,4,1,2,3
1516,3,2,2,2
1517,1,2,4,2
1518,4,4,5,5
1519,3,5,2,5
1520,5,2,3,3
1521,2,5,4,5
1522,5,5,3,3
1523,4,4,4,1
1524,2,4,2,2
1525,2,1,1,2
1526,1,2,1,1
1527,3,4,4,5
1528,2,4,1,3
1529,4,1,4,3
1530,4,5,3,2
1531,4,1,3,2
1532,4,1,3,4
1533,2,3,1,4
1534,4,1,3,4
1535,3,1,4,5
1536,3,3,4,2
1537,3,3,5,1
1538,3,5,2,3
1539,1,2,3,3
1540,5,1,3,5
1541,2,4,5,4
1542,4,3,1,2
1543,1,5,5,1
1544,2,4,1,5
1545,3,4,5,3
1546,3,5,4,4
1547,5,2,4,3
1548,5,3,3,5
1549,5,3,2,2
1550,1,4,1,4
1551,1,2,4,4
1552,4,3,1,4
1553,4,4,1,4
1554,3,3,1,5
1555,5,4,1,4
1556,2,1,3,5
1557,1,1,1,4
1558,4,5,1,5
1559,3,2,5,3
1560,4,3,5,5
1561,5,1,3,3
1562,3,4,5,1
1563,4,3,2,3
1564,1,4,2,2
1565,5,3,1,4
1566,1,4,5,4
1567,5,2,4,2
1568,2,4,1,1
1569,3,2,4,2
1570,2,3,1,2
1571,2,5,2,4
1572,5,4,4,2
1573,5,4,2,5
1574,2,4,1,3
1575,3,2,2,3
1576,5,4,1,5
1577,1,4,2,1
1578,4,5,1,4
1579,1,4,4,4
1580,3,4,3,1
1581,2,1,4,2
1582,4,2,1,2
1583,4,1,3,5
1584,5,2,3,3
1585,4,3,3,3
1586,1,5,2,4
1587,3,5,4,5
1588,5,4,2,3
1589,2,4,1,2
1590,2,4,3,1
1591,1,5,5,5
1592,1,1,1,2
1593,1,1,1,2
1594,2,5,1,3
1595,5,3,2,1
1596,2,5,3,4
1597,4,3,5,1
1598,2,5,3,2
1599,5,1,1,5
1600,3,3,5,3
1601,4,4,1,4
1602,3,2,4,5
1603,5,4,1,4
1604,5,5,1,5
1605,2,3,1,5
1606,2,5,2,3
1607,2,4,2,4
1608,5,1,1,1
1609,1,3,4,3
1610,4,3,1,1
1611,4,2,2,4
1612,2,5,5,3
1613,5,2,3,1
1614,2,3,3,4
1615,5,3,5,1
1616,1,1,4,1
1617,4,3,3,1
1618,1,3,4,2
1619,2,4,4,1
1620,2,1,3,2
1621,5,1,5,4
1622,2,3,5,3
1623,1,3,4,2
1624,3,1,5,2
1625,3,2,3,1
1626,4,2,2,2
1627,1,3,2,3
1628,3,2,3,1
1629,2,1,1,3
1630,2,5,4,2
1631,4,1,4,1
1632,3,4,2,5
1633,3,4,2,5
1634,5,1,4,1
1635,3,2,1,3
1636,1,1,4,5
1637,5,4,4,2
1638,4,2,1,3
1639,2,5,4,5
1640,1,3,5,4
1641,4,3,3,4
1642,3,4,1,5
1643,5,2,1,4
1644,5,3,3,4
1645,3,3,5,5
1646,3,2,4,5
1647,4,3,5,5
1648,3,2,5,3
1649,1,5,1,4
1650,5,1,1,4
1651,5,2,1,5
1652,5,5,1,3
1653,4,3,4,4
1654,2,1,1,2
1655,4,4,5,2
1656,1,3,1,1
1657,4,5,3,4
1658,2,3,3,2
1659,2,1,2,2
1660,3,4,4,4
1661,5,2,3,5
1662,3,3,4,3
1663,3,1,4,4
1664,3,2,4,2
1665,4,1,4,1
1666,5,2,3,1
1667,1,2,5,2
1668,3,2,3,1
1669,3,2,1,1
1670,2,4,4,1
1671,4,1,3,3
1672,3,2,4,1
1673,1,2,1,3
1674,5,5,3,5
1675,5,3,5,3
1676,1,5,4,4
1677,3,1,4,3
1678,4,5,5,2
1679,1,5,2,4
1680,1,5,5,2
1681,3,3,1,5
1682,4,1,2,2
1683,5,5,1,2
1684,5,1,4,5
1685,2,3,5,4
1686,3,4,1,4
1687,2,5,4,5
1688,5,5,5,4
1689,5,3,4,4
1690,4,5,4,2
1691,2,1,3,1
1692,1,5,4,5
1693,2,5,2,2
1694,1,3,2,5
1695,5,4,1,5
1696,2,2,4,5
1697,4,3,1,1
1698,5,5,1,2
1699,5,4,1,5
1700,4,5,5,3
1701,2,1,3,1
1702,2,2,2,5
1703,4,2,5,2
1704,5,4,3,5
1705,1,2,1,3
1706,1,5,3,4
1707,3,2,1,1
1708,5,3,3,4
1709,3,4,4,3
1710,1,3,2,3
1711,5,3,2,5
1712,4,3,5,4
1713,1,2,4,1
1714,5,1,1,4
1715,5,4,3,5
1716,4,4,4,1
1717,4,5,5,3
1718,3,5,4,3
1719,3,3,1,4
1720,3,5,2,4
1721,4,4,1,2
1722,5,5,1,4
1723,2,4,4,1
1724,5,4,4,3
1725,1,3,3,3
1726,3,4,2,5
1727,4,4,2,1
1728,4,1,1,2
1729,3,2,4,5
1730,1,5,5,4
1731,5,4,5,2
1732,5,3,2,1
1733,2,2,5,4
1734,5,5,5,5
1735,1,3,5,1
1736,3,1,2,5
1737,1,1,4,1
1738,3,4,1,1
1739,3,2,1,2
1740,4,1,3,1
1741,4,2,5,2
1742,1,3,2,4
1743,4,3,1,5
1744,2,2,1,4
1745,1,3,3,3
1746,2,3,4,5
1747,5,3,5,4
1748,4,5,4,3
1749,3,3,5,3
1750,3,3,5,5
1751,2,2,4,5
1752,3,5,3,5
1753,4,2,1,2
1754,2,1,2,3
1755,2,4,4,3
1756,3,2,4,1
1757,3,4,1,1
1758,2,3,3,3
1759,4,4,3,4
1760,2,4,3,2
1761,2,2,4,3
1762,3,4,3,5
1763,3,5,2,4
1764,3,3,5,4
1765,4,1,1,3
1766,5,3,4,1
1767,2,5,1,1
1768,1,1,2,4
1769,1,4,1,2
1770,1,2,3,4
1771,4,2,3,4
1772,2,5,2,2
1773,3,3,3,3
1774,5,3,2,4
1775,4,4,4,2
1776,1,5,1,2
1777,5,5,5,4
1778,2,2,1,5
1779,2,2,1,1
1780,4,5,4,1
1781,4,5,2,1
1782,5,2,5,4
1783,5,5,4,2
1784,4,2,5,2
1785,1,5,4,1
1786,2,4,5,5
1787,1,5,1,5
1788,3,4,2,4
1789,1,2,1,2
1790,1,2,4,5
1791,3,3,3,2
1792,3,5,2,1
1793,1,1,5,4
1794,2,1,4,3
1795,1,3,3,1
1796,4,3,2,2
1797,4,2,4,3
1798,4,3,2,1
1799,4,3,1,3
1800,5,2,2,5
1801,3,2,4,2
1802,2,5,3,3
1803,5,3,5,5
1804,1,4,1,4
1805,2,5,5,4
1806,5,4,5,3
1807,5,4,1,5
1808,1,3,2,5
1809,2,2,3,2
1810,4,2,4,4
1811,2,2,3,1
1812,4,5,4,5
1813,3,2,1,5
1814,2,1,2,2
1815,4,3,2,4
1816,1,2,4,3
1817,4,3,1,3
1818,4,5,5,2
1819,3,4,5,2
1820,4,2,1,2
1821,2,4,4,4
1822,4,5,2,1
1823,1,4,1,2
1824,5,3,1,3
1825,3,1,5,3
1826,2,1,4,2
1827,5,5,5,1
1828,2,3,5,5
1829,2,4,2,2
1830,3,5,3,1
1831,3,2,2,4
1832,1,5,2,3
1833,1,1,3,3
1834,2,1,2,3
1835,2,4,3,2
1836,5,2,3,4
1837,3,2,5,2
1838,1,3,2,2
1839,4,5,2,2
1840,5,3,5,2
1841,4,1,3,4
1842,4,2,1,2
1843,4,3,1,1
1844,3,5,4,1
1845,1,2,2,3
1846,3,3,2,5
1847,5,2,5,4
1848,5,3,5,2
1849,5,2,4,2
1850,3,3,3,5
1851,4,2,4,5
1852,2,4,2,1
1853,1,3,1,5
1854,3,5,5,2
1855,1,4,5,3
1856,3,3,3,5
1857,3,3,1,3
1858,1,2,2,3
1859,2,5,3,3
1860,3,5,2,4
1861,5,1,2,3
1862,2,2,4,3
1863,5,4,1,1
1864,2,3,5,5
1865,5,1,1,2
1866,1,3,5,4
1867,1,5,1,1
1868,4,5,5,4
1869,5,4,2,3
1870,5,4,5,1
1871,3,1,3,2
1872,2,5,1,2
1873,1,4,5,5
1874,5,2,4,5
1875,4,1,2,2
1876,2,5,4,4
1877,1,3,2,5
1878,1,1,3,4
1879,5,3,4,5
1880,4,3,1,3
1881,4,2,3,5
1882,2,2,4,3
1883,2,5,4,1
1884,2,4,1,3
1885,1,4,5,5
1886,3,5,5,5
1887,2,4,1,4
1888,1,5,4,2
1889,3,3,3,1
1890,2,1,3,4
1891,5,3,3,1
1892,3,1,4,1
1893,3,4,4,1
1894,3,4,5,3
1895,3,2,1,2
1896,1,1,1,5
1897,3,1,5,2
1898,2,1,5,4
1899,4,2,3,1
1900,4,1,2,3
1901,2,1,5,1
1902,2,2,4,4
1903,1,1,3,1
1904,3,5,3,1
1905,2,4,5,3
1906,2,4,4,1
1907,5,3,2,1
1908,4,5,1,1
1909,4,3,4,5
1910,2,2,5,1
1911,2,1,1,5
1912,4,2,4,2
1913,3,3,4,2
1914,4,3,2,5
1915,5,3,3,1
1916,5,2,5,4
1917,1,1,5,5
1918,5,2,2,1
1919,2,3,4,2
1920,1,4,5,1
1921,4,3,1,3
1922,2,1,3,2
1923,4,4,1,3
1924,1,4,2,4
1925,5,1,4,3
1926,2,4,4,2
1927,5,1,4,2
1928,3,4,4,1
1929,1,1,1,5
1930,4,2,3,4
1931,2,3,4,3
1932,5,2,3,1
1933,3,1,2,4
1934,4,1,5,2
1935,4,3,1,2
1936,4,3,1,3
1937,5,2,3,5
1938,3,4,2,5
1939,4,5,5,5
1940,5,4,5,4
1941,4,5,5,3
1942,1,1,5,1
1943,3,2,3,2
1944,2,1,3,4
1945,2,3,1,4
1946,1,4,5,5
1947,5,1,4,2
1948,3,1,5,2
1949,4,1,4,2
1950,4,5,2,5
1951,1,4,3,1
1952,5,5,3,4
1953,5,4,1,3
1954,4,4,4,3
1955,1,4,5,4
1956,3,2,3,5
1957,4,1,2,3
1958,3,1,4,2
1959,3,1,3,2
1960,3,1,2,3
1961,2,3,2,4
1962,5,5,4,4
1963,2,2,1,4
1964,2,3,1,3
1965,3,5,5,2
1966,3,4,4,3
1967,5,4,1,3
1968,1,1,4,2
1969,1,4,3,5
1970,3,4,2,5
1971,4,1,2,3
1972,1,5,3,5
1973,3,1,1,1
1974,5,5,3,1
1975,4,3,5,1
1976,3,1,1,2
1977,1,1,2,5
1978,5,1,1,5
1979,5,3,5,3
1980,2,3,4,4
1981,4,1,2,3
1982,3,3,5,2
1983,3,5,2,5
1984,4,2,5,1
1985,5,2,4,1
1986,3,1,1,1
1987,4,2,3,1
1988,1,4,3,5
1989,4,5,1,4
1990,2,2,4,2
1991,2,3,2,1
1992,2,5,1,5
1993,2,1,5,5
1994,3,3,3,3
1995,1,1,1,5
1996,2,5,4,3
1997,3,4,2,1
1998,2,1,1,3
1999,1,4,3,4
2000,4,2,2,4
2001,4,4,5,3
2002,1,2,5,5
2003,4,5,4,4
2004,4,3,4,1
2005,5,1,2,4
2006,3,5,5,2
2007,1,2,3,4
2008,3,2,3,2
2009,4,1,4,5
2010,5,1,5,2
2011,4,4,4,1
2012,2,2,1,4
2013,4,4,1,5
2014,3,1,2,3
2015,3,2,3,4
2016,3,1,1,4
2017,2,3,5,5
2018,3,2,1,4
2019,5,1,1,5
2020,2,2,1,1
2021,3,2,3,4
2022,1,5,2,2
2023,2,2,3,3
2024,4,2,1,5
2025,4,3,4,3
2026,5,2,4,5
2027,2,3,5,5
2028,5,1,5,1
2029,3,5,3,1
2030,1,1,5,2
2031,5,5,5,2
2032,3,3,1,2
2033,1,5,2,4
2034,2,5,2,3
2035,4,3,2,4
2036,1,2,3,4
2037,4,4,5,2
2038,3,2,1,4
2039,3,5,1,3
2040,4,5,3,2
2041,4,2,4,4
2042,4,5,5,5
2043,3,5,1,3
2044,4,4,5,1
2045,1,3,4,2
2046,4,3,5,1
2047,2,2,2,4
2048,2,3,4,1
2049,4,1,2,3
2050,2,4,5,1
2051,2,1,5,1
2052,4,1,4,5
2053,3,1,1,4
2054,4,5,5,2
2055,2,2,5,4
2056,5,3,5,5
2057,4,1,2,5
2058,4,2,1,2
2059,5,1,1,5
2060,3,4,5,1
2061,2,5,4,5
2062,1,4,4,4
2063,4,1,4,5
2064,1,3,3,5
2065,3,1,4,2
2066,1,1,5,2
2067,1,5,4,5
2068,1,3,5,3
2069,5,5,5,1
2070,5,5,1,4
2071,3,3,2,1
2072,2,2,5,1
2073,2,2,1,1
2074,3,4,4,5
2075,1,5,4,3
2076,4,2,1,4
2077,3,5,1,3
2078,3,2,1,3
2079,1,1,5,3
2080,2,1,4,1
2081,1,5,5,3
2082,3,1,1,3
2083,2,5,2,3
2084,3,3,5,1
2085,2,2,3,2
2086,4,2,1,1
2087,2,2,4,5
2088,5,5,2,3
2089,3,1,4,1
2090,1,2,1,3
2091,4,4,1,4
2092,2,3,3,5
2093,2,5,1,4
2094,2,5,2,1
2095,2,2,4,2
2096,1,5,4,2
2097,2,2,3,1
2098,3,2,1,3
2099,1,2,3,5
2100,4,2,2,1
2101,3,2,1,4
2102,4,1,3,4
2103,1,5,4,3
2104,5,2,2,3
2105,1,3,1,5
2106,1,5,1,4
2107,5,4,1,1
2108,5,1,1,3
2109,4,2,5,1
2110,3,2,5,1
2111,4,5,3,5
2112,3,1,4,3
2113,4,3,3,1
2114,1,5,3,1
2115,5,2,3,1
2116,4,3,2,1
2117,4,4,5,4
2118,2,2,2,3
2119,2,3,4,5
2120,1,1,5,5
2121,4,2,2,1
2122,1,3,5,5
2123,5,5,2,5
2124,2,4,5,4
2125,5,4,3,2
2126,5,2,1,3
2127,4,3,2,5
2128,4,3,3,1
2129,5,1,1,4
2130,3,5,3,4
2131,1,2,1,1
2132,3,5,1,2
2133,1,3,1,3
2134,2,1,4,4
2135,5,3,5,1
2136,5,4,4,4
2137,2,2,1,4
2138,3,5,4,2
2139,4,4,1,4
2140,1,4,5,5
2141,5,1,5,3
2142,1,2,4,4
2143,4,3,4,3
2144,2,4,2,1
2145,5,1,5,4
2146,5,4,4,3
2147,1,4,2,1
2148,4,4,5,1
2149,3,5,3,4
2150,2,2,3,5
2151,1,4,4,2
2152,4,2,2,3
2153,1,5,1,4
2154,4,2,1,2
2155,5,1,3,2
2156,3,4,4,5
2157,5,4,5,5
2158,5,2,1,2
2159,2,4,2,5
2160,4,4,5,3
2161,1,5,2,5
2162,1,4,4,5
2163,5,3,3,4
2164,5,4,3,5
2165,1,3,2,3
2166,5,2,4,4
2167,2,3,5,1
2168,4,2,4,1
2169,4,3,3,1
2170,2,5,3,1
2171,5,4,3,1
2172,4,4,1,4
2173,4,5,2,4
2174,2,5,5,2
2175,4,4,1,4
2176,4,2,5,1
2177,2,5,4,4
2178,5,5,4,2
2179,2,1,3,2
2180,5,2,3,2
2181,5,5,1,2
2182,2,5,4,4
2183,2,5,5,3
2184,1,3,3,4
2185,2,1,1,2
2186,2,5,2,4
2187,4,3,2,5
2188,1,2,2,3
2189,2,4,4,4
2190,2,4,4,1
2191,1,5,3,5
2192,2,5,2,4
2193,2,3,1,4
2194,5,4,1,1
2195,3,1,4,4
2196,2,1,1,4
2197,3,2,1,5
2198,1,4,1,3
2199,3,3,3,2
2200,1,5,3,5
2201,1,1,3,1
2202,5,4,2,1
2203,1,4,4,5
2204,1,5,2,5
2205,3,2,4,1
2206,5,4,5,1
2207,5,2,5,5
2208,2,2,2,4
2209,5,3,1,2
2210,3,1,1,5
2211,4,1,4,1
2212,1,3,1,5
2213,3,1,3,5
2214,1,2,4,3
2215,4,4,3,2
2216,5,1,5,5
2217,4,4,3,5
2218,2,3,5,2
2219,1,5,5,5
2220,4,2,4,1
2221,2,3,2,5
2222,2,3,5,2
2223,2,3,1,1
2224,5,4,2,2
2225,3,4,4,5
2226,2,3,3,3
2227,1,2,2,5
2228,2,3,2,2
2229,5,5,3,4
2230,1,2,5,4
2231,4,1,5,2
2232,4,3,4,4
2233,5,2,5,4
2234,3,5,1,5
2235,3,3,5,2
2236,4,3,2,5
2237,4,4,4,1
2238,1,1,2,2
2239,2,3,3,3
2240,2,5,2,4
2241,1,2,4,1
2242,2,2,5,1
2243,4,4,3,1
2244,5,2,2,3
2245,3,3,5,5
2246,4,1,2,5
2247,4,1,1,1
2248,4,4,1,2
2249,4,2,5,4
2250,4,5,3,5
2251,4,5,4,2
2252,1,5,1,4
2253,4,1,1,3
2254,1,2,4,4
2255,5,3,5,5
2256,2,1,1,3
2257,3,4,5,3
2258,5,3,1,3
2259,1,1,2,1
2260,5,1,3,5
2261,3,5,2,4
2262,5,4,4,2
2263,3,4,3,3
2264,1,1,3,3
2265,4,3,4,4
2266,1,5,2,4
2267,5,3,1,2
2268,4,4,3,3
2269,4,3,1,3
2270,1,4,3,1
2271,1,5,1,5
2272,2,3,1,1
2273,1,4,4,4
2274,3,4,5,4
2275,3,2,4,4
2276,3,5,5,1
2277,1,1,4,2
2278,4,2,4,2
2279,4,1,3,4
2280,3,2,5,1
2281,1,2,5,2
2282,4,2,4,4
2283,4,3,1,3
2284,1,4,2,5
2285,4,1,4,3
2286,4,5,4,2
2287,2,2,2,3
2288,2,1,3,4
2289,3,4,3,2
2290,1,4,5,5
2291,4,3,5,1
2292,3,4,4,5
2293,3,3,2,4
2294,3,5,5,5
2295,2,3,5,1
2296,1,2,5,3
2297,4,5,3,1
2298,2,2,5,4
2299,3,3,1,2
2300,3,2,3,3
2301,3,4,3,1
2302,2,5,4,1
2303,1,4,5,3
2304,5,3,1,2
2305,2,1,1,2
2306,5,2,5,2
2307,5,5,4,5
2308,4,4,5,2
2309,1,3,2,2
2310,1,3,1,5
2311,5,4,3,3
2312,2,1,3,3
2313,5,3,4,1
2314,3,2,2,2
2315,3,5,5,5
2316,1,1,5,3
2317,4,2,3,1
2318,1,5,5,5
2319,4,4,4,3
2320,5,5,1,3
2321,2,3,1,2
2322,2,3,3,5
2323,4,4,4,4
2324,3,3,4,5
2325,5,5,3,3
2326,3,3,4,3
2327,2,2,2,2
2328,1,4,1,1
2329,1,5,1,4
2330,2,3,1,2
2331,2,2,5,1
2332,5,3,1,1
2333,5,5,2,4
2334,3,4,3,5
2335,1,5,1,1
2336,4,2,4,5
2337,2,4,3,2
2338,4,4,1,3
2339,4,4,2,3
2340,1,1,4,2
2341,2,1,3,4
2342,1,3,2,2
2343,5,2,2,5
2344,3,4,2,5
2345,2,3,4,5
2346,1,3,4,1
2347,2,2,1,4
2348,4,4,1,5
2349,1,1,4,4
2350,2,5,3,2
2351,3,4,1,2
2352,5,5,3,5
2353,3,3,5,2
2354,2,2,5,5
2355,3,2,3,4
2356,1,5,3,3
2357,1,3,5,2
2358,5,3,1,3
2359,1,4,5,3
2360,3,2,1,5
2361,4,2,1,5
2362,2,4,3,2
2363,3,5,4,1
2364,2,2,2,4
2365,4,4,3,5
2366,5,1,4,5
2367,3,3,3,2
2368,2,1,4,5
2369,5,2,4,4
2370,5,3,5,1
2371,3,4,5,3
2372,2,3,4,3
2373,1,3,5,2
2374,5,3,1,3
2375,1,2,2,3
2376,5,3,5,5
2377,2,4,5,5
2378,3,1,5,1
2379,1,5,4,2
2380,5,1,1,2
2381,5,4,5,2
2382,1,5,2,4
2383,5,5,4,1
2384,1,5,4,4
2385,5,5,4,5
2386,3,2,4,1
2387,1,4,5,2
2388,1,1,2,5
2389,2,2,2,4
2390,4,1,4,3
2391,3,4,2,1
2392,3,3,5,2
2393,3,4,5,5
2394,3,2,4,4
2395,1,3,2,3
2396,3,3,2,1
2397,5,1,2,2
2398,3,3,5,2
2399,2,5,2,3
2400,2,2,4,2
2401,5,3,4,3
2402,3,4,2,4
2403,4,4,5,4
2404,1,1,3,2
2405,1,3,5,5
2406,5,5,2,1
2407,3,5,3,3
2408,1,1,5,4
2409,2,1,4,1
2410,5,2,2,2
2411,5,1,3,1
2412,2,3,3,2
2413,4,2,4,1
2414,1,4,2,2
2415,3,1,1,4
2416,2,1,4,4
2417,3,2,5,4
2418,4,3,5,1
2419,4,4,1,5
2420,4,3,3,1
2421,4,2,5,1
2422,5,1,5,3
2423,5,4,1,1
2424,2,1,4,5
2425,1,5,3,2
2426,5,5,2,2
2427,2,3,5,5
2428,1,3,2,1
2429,2,3,1,4
2430,2,3,2,1
2431,3,1,5,1
2432,3,4,5,5
2433,2,2,3,3
2434,1,2,5,4
2435,2,1,3,5
2436,2,1,5,1
2437,1,3,3,3
2438,1,1,1,3
2439,1,2,3,5
2440,5,4,3,4
2441,3,5,5,1
2442,5,3,5,3
2443,5,1,3,2
2444,2,1,5,3
2445,1,3,2,4
2446,3,4,2,3
2447,2,2,3,2
2448,3,5,1,3
2449,4,2,3,5
2450,3,5,3,4
2451,1,1,2,4
2452,3,4,1,5
2453,2,2,4,2
2454,1,1,4,1
2455,5,4,5,4
2456,5,2,1,2
2457,1,1,2,2
2458,5,4,4,2
2459,5,3,5,1
2460,5,3,3,1
2461,4,3,4,1
2462,5,1,2,3
2463,4,4,2,5
2464,3,3,3,3
2465,3,2,1,4
2466,4,2,4,3
2467,4,5,2,3
2468,3,1,1,4
2469,1,2,5,2
2470,3,4,1,1
2471,3,2,3,5
2472,5,5,1,4
2473,5,4,4,4
2474,5,3,3,4
2475,4,1,3,1
2476,2,2,4,2
2477,3,4,3,3
2478,4,4,1,3
2479,3,2,5,1
2480,4,5,3,3
2481,3,4,4,5
2482,5,1,4,2
2483,3,2,4,5
2484,1,1,3,2
2485,4,5,4,4
2486,3,2,4,3
2487,5,5,3,5
2488,1,5,4,4
2489,4,2,1,3
2490,1,4,2,1
2491,1,3,1,3
2492,5,4,1,5
2493,3,3,3,1
2494,2,2,4,5
2495,2,3,5,4
2496,4,5,4,1
2497,3,1,4,5
2498,2,5,3,3
2499,4,5,2,5
2500,5,2,5,3
2501,4,1,1,2
2502,3,3,3,2
2503,4,1,3,2
2504,4,1,4,4
2505,5,2,1,2
2506,5,1,2,4
2507,1,3,4,2
2508,2,2,5,1
2509,1,5,1,4
2510,5,1,3,5
2511,5,1,3,4
2512,4,5,2,4
2513,3,3,5,2
2514,2,5,3,2
2515,4,5,5,3
2516,2,3,2,2
2517,5,4,4,1
2518,3,1,2,3
2519,4,3,4,4
2520,4,2,1,4
2521,5,3,5,5
2522,4,5,5,5
2523,3,2,3,2
2524,3,5,2,4
2525,5,2,1,1
2526,5,3,2,5
2527,2,3,2,1
2528,1,1,1,5
2529,2,5,5,3
2530,1,2,2,2
2531,3,3,3,4
2532,4,1,5,3
2533,1,4,5,3
2534,1,5,2,5
2535,4,4,2,3
2536,5,5,5,2
2537,1,4,1,1
2538,1,1,1,1
2539,5,5,5,5
2540,4,2,4,3
2541,1,2,2,5
2542,2,5,4,1
2543,3,3,1,1
2544,2,4,2,5
2545,5,2,2,5
2546,2,4,3,2
2547,5,4,4,4
2548,4,5,3,4
2549,2,1,3,5
2550,2,2,3,3
2551,4,4,4,2
2552,5,2,2,2
2553,3,3,5,3
2554,1,1,4,1
2555,2,5,2,4
2556,3,2,2,1
2557,5,1,4,2
2558,5,1,1,1
2559,2,5,2,2
2560,1,3,1,3
2561,2,5,5,3
2562,4,2,1,1
2563,3,2,2,3
2564,5,4,3,3
2565,2,5,5,5
2566,2,4,5,5
2567,3,1,2,1
2568,5,5,1,1
2569,4,3,3,3
2570,3,3,4,4
2571,3,5,1,4
2572,5,1,3,1
2573,5,5,5,5
2574,2,4,3,4
2575,1,3,2,3
2576,1,3,4,3
2577,4,3,1,1
2578,2,3,3,1
2579,5,2,4,1
2580,2,3,5,4
2581,1,3,3,3
2582,5,4,5,2
2583,4,1,3,3
2584,3,3,3,3
2585,2,1,1,4
2586,3,2,1,3
2587,1,2,5,1
2588,5,2,1,2
2589,2,5,5,4
2590,1,2,5,3
2591,4,4,1,1
2592,2,3,5,1
2593,5,1,4,3
2594,1,5,5,5
2595,1,1,1,5
2596,3,2,4,4
2597,5,1,2,1
2598,1,5,5,4
2599,1,5,5,3
2600,4,1,3,1
2601,3,1,1,3
2602,1,1,4,2
2603,3,2,1,5
2604,5,2,1,3
2605,3,2,1,2
2606,3,4,2,2
2607,3,3,3,1
2608,5,1,5,4
2609,5,2,1,5
2610,2,3,4,2
2611,4,4,4,3
2612,4,1,2,3
2613,4,1,3,2
2614,5,1,2,3
2615,2,2,1,3
2616,1,2,4,5
2617,2,5,5,4
2618,2,2,1,2
2619,4,1,2,3
2620,1,3,4,2
2621,5,5,3,5
2622,3,4,1,1
2623,4,3,2,2
2624,4,5,1,2
2625,5,2,2,3
2626,4,3,4,3
2627,4,5,2,5
2628,3,2,5,4
2629,3,3,3,2
2630,5,2,4,2
